source,group,repository,revision,sample_offset_or_method,row_id,task_grounding,substantive_progress,evidence_and_correction,ending_and_handoff,training_signal,total,severe_defects,source_median,source_grade
penfever-traces/qwen35-122b-32k/exp_rpt_methods2test-large-v3,Penfever Qwen 3.5 122B 32K,penfever/methods2test-large-v3-qwen3.5-122b-32k-traces,45108b6,75,77,2,2,2,1,1,8,,9.0,A
penfever-traces/qwen35-122b-32k/exp_rpt_methods2test-large-v3,Penfever Qwen 3.5 122B 32K,penfever/methods2test-large-v3-qwen3.5-122b-32k-traces,45108b6,75,78,2,2,2,1,1,8,,9.0,A
penfever-traces/qwen35-122b-32k/exp_rpt_methods2test-large-v3,Penfever Qwen 3.5 122B 32K,penfever/methods2test-large-v3-qwen3.5-122b-32k-traces,45108b6,75,79,2,2,2,2,1,9,,9.0,A
penfever-traces/qwen35-122b-32k/exp_rpt_methods2test-large-v3,Penfever Qwen 3.5 122B 32K,penfever/methods2test-large-v3-qwen3.5-122b-32k-traces,45108b6,75,80,2,2,2,2,1,9,,9.0,A
penfever-traces/qwen35-122b-32k/exp_rpt_methods2test-large-v3,Penfever Qwen 3.5 122B 32K,penfever/methods2test-large-v3-qwen3.5-122b-32k-traces,45108b6,75,81,2,2,2,2,1,9,,9.0,A
penfever-traces/qwen35-122b-32k/exp_rpt_methods2test-large-v3,Penfever Qwen 3.5 122B 32K,penfever/methods2test-large-v3-qwen3.5-122b-32k-traces,45108b6,75,82,2,2,1,1,1,7,,9.0,A
penfever-traces/qwen35-122b-32k/exp_rpt_methods2test-large-v3,Penfever Qwen 3.5 122B 32K,penfever/methods2test-large-v3-qwen3.5-122b-32k-traces,45108b6,75,83,2,2,2,2,1,9,,9.0,A
penfever-traces/qwen35-122b-32k/exp_rpt_methods2test-large-v3,Penfever Qwen 3.5 122B 32K,penfever/methods2test-large-v3-qwen3.5-122b-32k-traces,45108b6,75,84,2,2,2,2,1,9,,9.0,A
penfever-traces/qwen35-122b-32k/exp_rpt_nemotron-junit,Penfever Qwen 3.5 122B 32K,penfever/nemotron-junit-qwen3.5-122b-32k-traces,8ed80b3,61,61,2,2,1,2,1,8,,7.5,B
penfever-traces/qwen35-122b-32k/exp_rpt_nemotron-junit,Penfever Qwen 3.5 122B 32K,penfever/nemotron-junit-qwen3.5-122b-32k-traces,8ed80b3,61,62,2,2,2,2,1,9,,7.5,B
penfever-traces/qwen35-122b-32k/exp_rpt_nemotron-junit,Penfever Qwen 3.5 122B 32K,penfever/nemotron-junit-qwen3.5-122b-32k-traces,8ed80b3,61,63,2,2,1,1,1,7,,7.5,B
penfever-traces/qwen35-122b-32k/exp_rpt_nemotron-junit,Penfever Qwen 3.5 122B 32K,penfever/nemotron-junit-qwen3.5-122b-32k-traces,8ed80b3,61,64,2,2,0,2,1,7,,7.5,B
penfever-traces/qwen35-122b-32k/exp_rpt_nemotron-junit,Penfever Qwen 3.5 122B 32K,penfever/nemotron-junit-qwen3.5-122b-32k-traces,8ed80b3,61,65,2,2,0,2,1,7,,7.5,B
penfever-traces/qwen35-122b-32k/exp_rpt_nemotron-junit,Penfever Qwen 3.5 122B 32K,penfever/nemotron-junit-qwen3.5-122b-32k-traces,8ed80b3,61,66,2,2,2,2,1,9,,7.5,B
penfever-traces/qwen35-122b-32k/exp_rpt_nemotron-junit,Penfever Qwen 3.5 122B 32K,penfever/nemotron-junit-qwen3.5-122b-32k-traces,8ed80b3,61,67,2,2,1,2,1,8,,7.5,B
penfever-traces/qwen35-122b-32k/exp_rpt_nemotron-junit,Penfever Qwen 3.5 122B 32K,penfever/nemotron-junit-qwen3.5-122b-32k-traces,8ed80b3,61,68,2,2,1,2,1,8,,7.5,B
penfever-traces/qwen35-122b-32k/exp_rpt_nemotron-junit,Penfever Qwen 3.5 122B 32K,penfever/nemotron-junit-qwen3.5-122b-32k-traces,8ed80b3,61,69,2,2,0,1,1,6,,7.5,B
penfever-traces/qwen35-122b-32k/exp_rpt_nemotron-junit,Penfever Qwen 3.5 122B 32K,penfever/nemotron-junit-qwen3.5-122b-32k-traces,8ed80b3,61,70,2,2,0,1,1,6,,7.5,B
penfever-traces/qwen35-122b-32k/exp_rpt_pr,Penfever Qwen 3.5 122B 32K,penfever/exp-rpt-pr-qwen3.5-122b-32k-traces,9673c67,24,24,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pr,Penfever Qwen 3.5 122B 32K,penfever/exp-rpt-pr-qwen3.5-122b-32k-traces,9673c67,24,26,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pr,Penfever Qwen 3.5 122B 32K,penfever/exp-rpt-pr-qwen3.5-122b-32k-traces,9673c67,24,27,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pr,Penfever Qwen 3.5 122B 32K,penfever/exp-rpt-pr-qwen3.5-122b-32k-traces,9673c67,24,28,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pr,Penfever Qwen 3.5 122B 32K,penfever/exp-rpt-pr-qwen3.5-122b-32k-traces,9673c67,24,30,2,2,1,2,1,8,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pr,Penfever Qwen 3.5 122B 32K,penfever/exp-rpt-pr-qwen3.5-122b-32k-traces,9673c67,24,31,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pr,Penfever Qwen 3.5 122B 32K,penfever/exp-rpt-pr-qwen3.5-122b-32k-traces,9673c67,24,32,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pr,Penfever Qwen 3.5 122B 32K,penfever/exp-rpt-pr-qwen3.5-122b-32k-traces,9673c67,24,33,2,2,1,2,1,8,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pr,Penfever Qwen 3.5 122B 32K,penfever/exp-rpt-pr-qwen3.5-122b-32k-traces,9673c67,24,34,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pr,Penfever Qwen 3.5 122B 32K,penfever/exp-rpt-pr-qwen3.5-122b-32k-traces,9673c67,24,35,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-large,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-large-qwen3.5-122b-32k-traces,1d110ac,59,59,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-large,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-large-qwen3.5-122b-32k-traces,1d110ac,59,60,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-large,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-large-qwen3.5-122b-32k-traces,1d110ac,59,61,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-large,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-large-qwen3.5-122b-32k-traces,1d110ac,59,62,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-large,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-large-qwen3.5-122b-32k-traces,1d110ac,59,63,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-large,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-large-qwen3.5-122b-32k-traces,1d110ac,59,64,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-large,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-large-qwen3.5-122b-32k-traces,1d110ac,59,65,2,2,2,2,1,9,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-large,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-large-qwen3.5-122b-32k-traces,1d110ac,59,66,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-large,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-large-qwen3.5-122b-32k-traces,1d110ac,59,67,2,2,2,2,1,9,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-large,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-large-qwen3.5-122b-32k-traces,1d110ac,59,68,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-v3,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-v3-qwen3.5-122b-32k-traces,223fe71,14,14,2,2,0,1,1,6,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-v3,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-v3-qwen3.5-122b-32k-traces,223fe71,14,15,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-v3,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-v3-qwen3.5-122b-32k-traces,223fe71,14,16,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-v3,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-v3-qwen3.5-122b-32k-traces,223fe71,14,17,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-v3,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-v3-qwen3.5-122b-32k-traces,223fe71,14,18,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-v3,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-v3-qwen3.5-122b-32k-traces,223fe71,14,19,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-v3,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-v3-qwen3.5-122b-32k-traces,223fe71,14,20,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-v3,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-v3-qwen3.5-122b-32k-traces,223fe71,14,21,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-v3,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-v3-qwen3.5-122b-32k-traces,223fe71,14,22,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_pymethods2test-v3,Penfever Qwen 3.5 122B 32K,penfever/pymethods2test-v3-qwen3.5-122b-32k-traces,223fe71,14,23,2,2,2,2,1,9,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-bash-v3,Penfever Qwen 3.5 122B 32K,penfever/stack-bash-v3-qwen3.5-122b-32k-traces,aaff562,89,89,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-bash-v3,Penfever Qwen 3.5 122B 32K,penfever/stack-bash-v3-qwen3.5-122b-32k-traces,aaff562,89,90,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-bash-v3,Penfever Qwen 3.5 122B 32K,penfever/stack-bash-v3-qwen3.5-122b-32k-traces,aaff562,89,91,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-bash-v3,Penfever Qwen 3.5 122B 32K,penfever/stack-bash-v3-qwen3.5-122b-32k-traces,aaff562,89,92,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-bash-v3,Penfever Qwen 3.5 122B 32K,penfever/stack-bash-v3-qwen3.5-122b-32k-traces,aaff562,89,93,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-bash-v3,Penfever Qwen 3.5 122B 32K,penfever/stack-bash-v3-qwen3.5-122b-32k-traces,aaff562,89,94,2,2,0,1,1,6,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-bash-v3,Penfever Qwen 3.5 122B 32K,penfever/stack-bash-v3-qwen3.5-122b-32k-traces,aaff562,89,95,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-bash-v3,Penfever Qwen 3.5 122B 32K,penfever/stack-bash-v3-qwen3.5-122b-32k-traces,aaff562,89,96,2,2,1,2,1,8,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-bash-v3,Penfever Qwen 3.5 122B 32K,penfever/stack-bash-v3-qwen3.5-122b-32k-traces,aaff562,89,97,2,2,1,2,1,8,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-bash-v3,Penfever Qwen 3.5 122B 32K,penfever/stack-bash-v3-qwen3.5-122b-32k-traces,aaff562,89,98,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-junit-v6,Penfever Qwen 3.5 122B 32K,penfever/stack-junit-v6-qwen3.5-122b-32k-traces,1f86e0f,34,34,2,2,1,2,1,8,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-junit-v6,Penfever Qwen 3.5 122B 32K,penfever/stack-junit-v6-qwen3.5-122b-32k-traces,1f86e0f,34,35,2,2,1,2,1,8,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-junit-v6,Penfever Qwen 3.5 122B 32K,penfever/stack-junit-v6-qwen3.5-122b-32k-traces,1f86e0f,34,36,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-junit-v6,Penfever Qwen 3.5 122B 32K,penfever/stack-junit-v6-qwen3.5-122b-32k-traces,1f86e0f,34,37,2,2,0,1,1,6,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-junit-v6,Penfever Qwen 3.5 122B 32K,penfever/stack-junit-v6-qwen3.5-122b-32k-traces,1f86e0f,34,39,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-junit-v6,Penfever Qwen 3.5 122B 32K,penfever/stack-junit-v6-qwen3.5-122b-32k-traces,1f86e0f,34,40,2,2,1,2,1,8,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-junit-v6,Penfever Qwen 3.5 122B 32K,penfever/stack-junit-v6-qwen3.5-122b-32k-traces,1f86e0f,34,41,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-junit-v6,Penfever Qwen 3.5 122B 32K,penfever/stack-junit-v6-qwen3.5-122b-32k-traces,1f86e0f,34,42,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-junit-v6,Penfever Qwen 3.5 122B 32K,penfever/stack-junit-v6-qwen3.5-122b-32k-traces,1f86e0f,34,43,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-junit-v6,Penfever Qwen 3.5 122B 32K,penfever/stack-junit-v6-qwen3.5-122b-32k-traces,1f86e0f,34,44,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-large,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-large-qwen3.5-122b-32k-traces,2bdaaf5,57,57,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-large,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-large-qwen3.5-122b-32k-traces,2bdaaf5,57,58,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-large,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-large-qwen3.5-122b-32k-traces,2bdaaf5,57,59,2,2,2,2,1,9,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-large,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-large-qwen3.5-122b-32k-traces,2bdaaf5,57,60,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-large,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-large-qwen3.5-122b-32k-traces,2bdaaf5,57,61,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-large,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-large-qwen3.5-122b-32k-traces,2bdaaf5,57,62,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-large,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-large-qwen3.5-122b-32k-traces,2bdaaf5,57,63,2,2,2,2,1,9,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-large,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-large-qwen3.5-122b-32k-traces,2bdaaf5,57,64,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-large,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-large-qwen3.5-122b-32k-traces,2bdaaf5,57,65,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-large,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-large-qwen3.5-122b-32k-traces,2bdaaf5,57,66,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-v2,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-v2-qwen3.5-122b-32k-traces,b51fd1a,42,42,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-v2,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-v2-qwen3.5-122b-32k-traces,b51fd1a,42,43,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-v2,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-v2-qwen3.5-122b-32k-traces,b51fd1a,42,44,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-v2,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-v2-qwen3.5-122b-32k-traces,b51fd1a,42,45,2,2,0,1,1,6,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-v2,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-v2-qwen3.5-122b-32k-traces,b51fd1a,42,46,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-v2,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-v2-qwen3.5-122b-32k-traces,b51fd1a,42,47,2,2,0,1,2,7,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-v2,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-v2-qwen3.5-122b-32k-traces,b51fd1a,42,48,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-v2,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-v2-qwen3.5-122b-32k-traces,b51fd1a,42,49,2,2,2,2,1,9,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-v2,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-v2-qwen3.5-122b-32k-traces,b51fd1a,42,50,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_stack-pytest-v2,Penfever Qwen 3.5 122B 32K,penfever/stack-pytest-v2-qwen3.5-122b-32k-traces,b51fd1a,42,51,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-large,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-large-qwen3.5-122b-32k-traces,a98a9ec,97,97,2,2,0,2,1,7,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-large,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-large-qwen3.5-122b-32k-traces,a98a9ec,97,98,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-large,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-large-qwen3.5-122b-32k-traces,a98a9ec,97,99,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-large,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-large-qwen3.5-122b-32k-traces,a98a9ec,97,100,2,2,2,2,1,9,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-large,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-large-qwen3.5-122b-32k-traces,a98a9ec,97,101,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-large,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-large-qwen3.5-122b-32k-traces,a98a9ec,97,102,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-large,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-large-qwen3.5-122b-32k-traces,a98a9ec,97,103,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-large,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-large-qwen3.5-122b-32k-traces,a98a9ec,97,104,2,2,1,1,2,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-large,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-large-qwen3.5-122b-32k-traces,a98a9ec,97,105,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-large,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-large-qwen3.5-122b-32k-traces,a98a9ec,97,106,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-v3,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-v3-qwen3.5-122b-32k-traces,6dd375a,55,55,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-v3,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-v3-qwen3.5-122b-32k-traces,6dd375a,55,56,2,2,2,2,1,9,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-v3,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-v3-qwen3.5-122b-32k-traces,6dd375a,55,57,2,2,2,2,1,9,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-v3,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-v3-qwen3.5-122b-32k-traces,6dd375a,55,58,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-v3,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-v3-qwen3.5-122b-32k-traces,6dd375a,55,59,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-v3,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-v3-qwen3.5-122b-32k-traces,6dd375a,55,60,2,2,1,2,2,9,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-v3,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-v3-qwen3.5-122b-32k-traces,6dd375a,55,61,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-v3,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-v3-qwen3.5-122b-32k-traces,6dd375a,55,62,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-v3,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-v3-qwen3.5-122b-32k-traces,6dd375a,55,63,2,2,2,2,1,9,,8.0,B
penfever-traces/qwen35-122b-32k/exp_rpt_unitsyn-python-v3,Penfever Qwen 3.5 122B 32K,penfever/unitsyn-python-v3-qwen3.5-122b-32k-traces,6dd375a,55,64,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/inferredbugs-sandboxes-verifier,Penfever Qwen 3.5 122B 32K,penfever/inferredbugs-sandboxes-verifier-qwen3.5-122b-32k-traces,dc2fb11,91,91,2,2,0,2,1,7,,8.0,B
penfever-traces/qwen35-122b-32k/inferredbugs-sandboxes-verifier,Penfever Qwen 3.5 122B 32K,penfever/inferredbugs-sandboxes-verifier-qwen3.5-122b-32k-traces,dc2fb11,91,92,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/inferredbugs-sandboxes-verifier,Penfever Qwen 3.5 122B 32K,penfever/inferredbugs-sandboxes-verifier-qwen3.5-122b-32k-traces,dc2fb11,91,93,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/inferredbugs-sandboxes-verifier,Penfever Qwen 3.5 122B 32K,penfever/inferredbugs-sandboxes-verifier-qwen3.5-122b-32k-traces,dc2fb11,91,94,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/inferredbugs-sandboxes-verifier,Penfever Qwen 3.5 122B 32K,penfever/inferredbugs-sandboxes-verifier-qwen3.5-122b-32k-traces,dc2fb11,91,95,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/inferredbugs-sandboxes-verifier,Penfever Qwen 3.5 122B 32K,penfever/inferredbugs-sandboxes-verifier-qwen3.5-122b-32k-traces,dc2fb11,91,96,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/inferredbugs-sandboxes-verifier,Penfever Qwen 3.5 122B 32K,penfever/inferredbugs-sandboxes-verifier-qwen3.5-122b-32k-traces,dc2fb11,91,97,2,2,0,1,2,7,,8.0,B
penfever-traces/qwen35-122b-32k/inferredbugs-sandboxes-verifier,Penfever Qwen 3.5 122B 32K,penfever/inferredbugs-sandboxes-verifier-qwen3.5-122b-32k-traces,dc2fb11,91,98,2,2,0,2,1,7,,8.0,B
penfever-traces/qwen35-122b-32k/inferredbugs-sandboxes-verifier,Penfever Qwen 3.5 122B 32K,penfever/inferredbugs-sandboxes-verifier-qwen3.5-122b-32k-traces,dc2fb11,91,99,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/inferredbugs-sandboxes-verifier,Penfever Qwen 3.5 122B 32K,penfever/inferredbugs-sandboxes-verifier-qwen3.5-122b-32k-traces,dc2fb11,91,100,2,2,1,2,1,8,,8.0,B
penfever-traces/qwen35-122b-32k/llm-verifier-freelancer,Penfever Qwen 3.5 122B 32K,penfever/llm-verifier-freelancer-qwen3.5-122b-32k-traces,d78bdd3,42,42,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/llm-verifier-freelancer,Penfever Qwen 3.5 122B 32K,penfever/llm-verifier-freelancer-qwen3.5-122b-32k-traces,d78bdd3,42,43,2,2,1,2,1,8,,7.0,B
penfever-traces/qwen35-122b-32k/llm-verifier-freelancer,Penfever Qwen 3.5 122B 32K,penfever/llm-verifier-freelancer-qwen3.5-122b-32k-traces,d78bdd3,42,44,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/llm-verifier-freelancer,Penfever Qwen 3.5 122B 32K,penfever/llm-verifier-freelancer-qwen3.5-122b-32k-traces,d78bdd3,42,45,2,2,0,1,1,6,,7.0,B
penfever-traces/qwen35-122b-32k/llm-verifier-freelancer,Penfever Qwen 3.5 122B 32K,penfever/llm-verifier-freelancer-qwen3.5-122b-32k-traces,d78bdd3,42,46,2,2,1,2,1,8,,7.0,B
